-0.018231,-1.999992,-0.000004,-0.000774,0.000774
-0.01827,-1.999992,-0.000004,0.000239,0.00788
-0.018308,-1.999992,-0.000004,0.000239,0.00788
-0.018347,-1.999992,-0.000004,0.000239,0.00788
-0.018386,-1.999992,-0.000004,0.000239,0.00788
-0.018424,-1.999992,-0.000004,0.000239,0.00788
-0.018462,-1.999992,-0.000004,0.000239,0.00788
-0.018501,-1.999992,-0.000004,0.00024,0.00788
-0.01854,-1.999992,-0.000004,0.00024,0.00788
-0.018578,-1.999992,-0.000004,0.00024,0.00788
-0.018617,-1.999992,-0.000004,0.00024,0.00788
-0.018656,-1.999992,-0.000004,0.00024,0.00788
-0.018695,-1.999992,-0.000004,0.00024,0.00788
-0.018735,-1.999992,-0.000004,0.00024,0.00788
-0.018772,-1.999992,-0.000004,0.00024,0.00788
-0.01881,-1.999992,-0.000004,0.00024,0.00788
-0.018849,-1.999992,-0.000004,0.00024,0.00788
-0.018888,-1.999992,-0.000004,0.00024,0.00788
-0.018926,-1.999992,-0.000004,0.00024,0.00788
-0.018965,-1.999992,-0.000004,0.00024,0.00788
-0.019003,-1.999992,-0.000004,0.00024,0.00788
-0.019042,-1.999992,-0.000005,0.00024,0.00788
-0.019081,-1.999992,-0.000005,0.000241,0.00788
-0.019119,-1.999992,-0.000005,0.000241,0.00788
-0.019158,-1.999992,-0.000005,0.000241,0.00788
-0.019197,-1.999992,-0.000005,0.000241,0.00788
-0.019237,-1.999991,-0.000005,0.000241,0.00788
-0.019275,-1.999991,-0.000005,0.000241,0.00788
-0.019312,-1.999991,-0.000005,0.000241,0.00788
-0.019351,-1.999991,-0.000005,0.000241,0.00788
-0.01939,-1.999991,-0.000005,0.000241,0.00788
-0.019428,-1.999991,-0.000005,0.000241,0.00788
-0.019467,-1.999991,-0.000005,0.000241,0.00788
-0.019505,-1.999991,-0.000005,0.000241,0.00788
-0.019544,-1.999991,-0.000005,0.000241,0.00788
-0.019583,-1.999991,-0.000005,0.000241,0.00788
-0.019623,-1.999991,-0.000005,0.000241,0.00788
-0.01966,-1.999991,-0.000005,0.000242,0.00788
-0.019698,-1.999991,-0.000005,0.000242,0.00788
-0.019737,-1.999991,-0.000005,0.000242,0.00788
-0.019775,-1.999991,-0.000005,0.000242,0.00788
-0.019814,-1.999991,-0.000005,0.000242,0.00788
-0.019853,-1.999991,-0.000005,0.000242,0.00788
-0.019891,-1.999991,-0.000005,0.000242,0.00788
-0.01993,-1.999991,-0.000005,0.000242,0.00788
-0.019969,-1.999991,-0.000005,0.000242,0.00788
-0.020007,-1.999991,-0.000005,0.000242,0.00788
-0.020045,-1.999991,-0.000005,0.000242,0.00788
-0.020084,-1.999991,-0.000005,0.000242,0.00788
-0.020122,-1.999991,-0.000005,0.000242,0.00788
-0.020161,-1.999991,-0.000005,0.000242,0.00788
-0.0202,-1.999991,-0.000005,0.000242,0.00788
-0.020238,-1.999991,-0.000005,0.000242,0.00788
-0.020277,-1.999991,-0.000005,0.000242,0.00788
-0.020315,-1.999991,-0.000005,0.000242,0.00788
-0.020354,-1.999991,-0.000005,0.000243,0.00788
-0.020392,-1.999991,-0.000005,0.000243,0.00788
-0.020431,-1.999991,-0.000005,0.000243,0.00788
-0.020469,-1.999991,-0.000005,0.000243,0.00788
-0.020508,-1.999991,-0.000005,0.000243,0.00788
-0.020546,-1.999991,-0.000005,0.000243,0.00788
-0.020585,-1.999991,-0.000005,0.000243,0.00788
-0.020623,-1.999991,-0.000005,0.000243,0.00788
-0.020663,-1.999991,-0.000005,0.000243,0.00788
-0.020701,-1.999991,-0.000005,0.000243,0.00788
-0.020739,-1.999991,-0.000005,0.000243,0.00788
-0.020777,-1.999991,-0.000005,0.000243,0.00788
-0.020816,-1.999991,-0.000005,0.000243,0.00788
-0.020854,-1.999991,-0.000005,0.000243,0.00788
-0.020893,-1.999991,-0.000005,0.000243,0.00788
-0.020931,-1.999991,-0.000005,0.000243,0.00788
-0.02097,-1.999991,-0.000005,0.000243,0.00788
-0.021009,-1.999991,-0.000005,0.000243,0.00788
-0.021047,-1.999991,-0.000005,0.000243,0.00788
-0.021085,-1.999991,-0.000005,0.000244,0.00788
-0.021124,-1.999991,-0.000005,0.000244,0.00788
-0.021162,-1.999991,-0.000005,0.000244,0.00788
-0.021201,-1.999991,-0.000005,0.000244,0.00788
-0.021239,-1.999991,-0.000005,0.000244,0.00788
-0.021278,-1.999991,-0.000005,0.000244,0.00788
-0.021317,-1.999991,-0.000005,0.000244,0.00788
-0.021355,-1.999991,-0.000005,0.000244,0.00788
-0.021394,-1.999991,-0.000005,0.000244,0.00788
-0.021432,-1.999991,-0.000005,0.000244,0.00788
-0.021471,-1.999991,-0.000005,0.000244,0.00788
-0.021508,-1.999991,-0.000005,0.000244,0.00788
-0.021547,-1.999991,-0.000005,0.000244,0.00788
-0.021585,-1.99999,-0.000005,0.000244,0.00788
-0.021624,-1.99999,-0.000005,0.000244,0.00788
-0.021662,-1.99999,-0.000005,0.000244,0.007881
-0.021701,-1.99999,-0.000005,0.000244,0.007881
-0.021741,-1.99999,-0.000005,0.000244,0.007881
-0.021778,-1.99999,-0.000005,0.000244,0.007881
-0.021817,-1.99999,-0.000005,0.000244,0.007881
-0.021855,-1.99999,-0.000005,0.000244,0.007881
-0.021893,-1.99999,-0.000005,0.000244,0.007881
-0.021931,-1.99999,-0.000005,0.000245,0.007881
